,Position,Rank,Game,Date,Age,Team,Location,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Wendell Carter Jr.,C,36,18,12/28/2022,23-256,ORL,@,DET,L (-20),0,24:23:00,5,10,0.5,1,3,0.333,5,9,0.556,6,2,8,1,0,0,1,2,16,13.1,-7
Wendell Carter Jr.,C,37,,12/30/2022,23-258,ORL,,WAS,L (-19),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Wendell Carter Jr.,C,38,19,1/4/2023,23-263,ORL,,OKC,W (+11),1,30:06:00,4,9,0.444,0,4,0,5,6,0.833,2,11,13,1,0,2,2,3,13,11.5,4
Wendell Carter Jr.,C,39,20,1/5/2023,23-264,ORL,,MEM,L (-8),1,30:00:00,7,12,0.583,2,4,0.5,2,2,1,2,5,7,0,0,1,2,6,18,11.6,2
Wendell Carter Jr.,C,40,21,1/7/2023,23-266,ORL,@,GSW,W (+14),1,30:43:00,6,9,0.667,1,2,0.5,0,0,,1,9,10,3,0,0,2,2,13,11.8,12
Wendell Carter Jr.,C,41,22,1/9/2023,23-268,ORL,@,SAC,L (-25),1,26:53:00,6,12,0.5,2,4,0.5,1,2,0.5,2,5,7,3,0,3,2,3,15,12.5,-7
Wendell Carter Jr.,C,42,23,1/10/2023,23-269,ORL,@,POR,W (+3),1,30:31:00,7,11,0.636,3,4,0.75,3,4,0.75,1,9,10,3,0,1,3,3,20,16.7,12
Wendell Carter Jr.,C,43,24,1/13/2023,23-272,ORL,@,UTA,L (-4),1,30:02:00,7,13,0.538,2,4,0.5,3,5,0.6,4,6,10,3,2,1,1,2,19,19.5,-7
Wendell Carter Jr.,C,44,25,1/15/2023,23-274,ORL,@,DEN,L (-3),1,32:03:00,3,10,0.3,0,3,0,2,2,1,2,4,6,2,0,0,1,2,8,4.4,-14
Wendell Carter Jr.,C,45,26,1/20/2023,23-279,ORL,,NOP,W (+13),1,24:21:00,1,8,0.125,0,2,0,0,0,,1,8,9,2,0,0,1,3,2,-0.9,-14
Wendell Carter Jr.,C,46,27,1/21/2023,23-280,ORL,@,WAS,L (-20),1,31:06:00,5,9,0.556,1,2,0.5,0,0,,1,8,9,2,0,2,2,0,11,10.6,-3
Wendell Carter Jr.,C,47,28,1/23/2023,23-282,ORL,,BOS,W (+15),1,32:40:00,8,13,0.615,3,4,0.75,2,2,1,2,9,11,1,1,0,2,3,21,17.7,12
Wendell Carter Jr.,C,48,29,1/25/2023,23-284,ORL,,IND,W (+6),1,27:59:00,7,10,0.7,1,3,0.333,3,3,1,2,8,10,2,0,2,5,5,18,13.4,1
Wendell Carter Jr.,C,49,30,1/27/2023,23-286,ORL,@,MIA,L (-5),1,31:29:00,7,11,0.636,2,5,0.4,0,0,,1,7,8,3,0,1,3,6,16,11.3,-3
Wendell Carter Jr.,C,50,31,1/28/2023,23-287,ORL,,CHI,L (-19),1,24:53:00,4,8,0.5,0,2,0,3,5,0.6,1,4,5,2,0,0,2,2,11,6.7,-21
Wendell Carter Jr.,C,51,32,1/30/2023,23-289,ORL,@,PHI,W (+10),1,20:36,5,11,0.455,1,4,0.25,1,2,0.5,4,5,9,2,0,0,0,3,12,10.4,-2
Wendell Carter Jr.,C,52,33,2/1/2023,23-291,ORL,@,PHI,L (-11),1,32:40:00,3,10,0.3,0,5,0,3,5,0.6,4,9,13,2,0,0,1,4,9,6.7,-2
Wendell Carter Jr.,C,53,,2/3/2023,23-293,ORL,@,MIN,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Wendell Carter Jr.,C,54,34,2/5/2023,23-295,ORL,@,CHO,W (+6),1,29:26:00,7,12,0.583,2,4,0.5,4,5,0.8,3,9,12,3,0,0,1,0,20,19.9,5
Wendell Carter Jr.,C,55,35,2/7/2023,23-297,ORL,,NYK,L (-4),1,30:33:00,5,9,0.556,1,4,0.25,2,2,1,0,6,6,2,0,0,3,3,13,7.7,-3
Wendell Carter Jr.,C,56,36,2/9/2023,23-299,ORL,,DEN,W (+11),1,28:55:00,7,11,0.636,2,3,0.667,3,6,0.5,1,5,6,2,0,1,2,2,19,14.4,-7
Wendell Carter Jr.,C,57,37,2/11/2023,23-301,ORL,,MIA,L (-4),1,31:45:00,4,5,0.8,2,2,1,4,4,1,2,4,6,3,1,0,4,2,14,13,-12
Wendell Carter Jr.,C,58,38,2/13/2023,23-303,ORL,@,CHI,W (+9),1,29:34:00,6,13,0.462,2,5,0.4,1,2,0.5,0,7,7,1,0,0,1,4,15,8.1,14
Wendell Carter Jr.,C,59,39,2/14/2023,23-304,ORL,@,TOR,L (-10),1,31:49:00,11,15,0.733,3,6,0.5,1,3,0.333,2,4,6,5,1,0,3,5,26,21.2,-11
Wendell Carter Jr.,C,60,40,2/23/2023,23-313,ORL,,DET,W (+2),1,31:46:00,5,13,0.385,0,3,0,4,6,0.667,6,8,14,2,1,2,1,3,14,14.3,3
Wendell Carter Jr.,C,61,41,2/25/2023,23-315,ORL,,IND,L (-13),1,17:58,1,11,0.091,0,5,0,3,6,0.5,5,6,11,0,1,0,2,4,5,-0.8,-13
Wendell Carter Jr.,C,62,42,2/27/2023,23-317,ORL,@,NOP,W (+8),1,25:24:00,4,8,0.5,0,4,0,3,4,0.75,3,8,11,1,1,0,4,3,11,7.6,9
Wendell Carter Jr.,C,63,43,3/1/2023,23-319,ORL,@,MIL,L (-22),1,24:06:00,6,13,0.462,1,4,0.25,6,8,0.75,3,7,10,0,0,1,1,2,19,14.6,-15
Wendell Carter Jr.,C,64,44,3/3/2023,23-321,ORL,@,CHO,W (+11),1,29:59:00,4,6,0.667,2,3,0.667,2,2,1,5,4,9,2,0,0,2,4,12,11.9,12
Wendell Carter Jr.,C,65,,3/5/2023,23-323,ORL,,POR,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,1,,10/19/2022,25-176,ORL,@,DET,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,2,,10/21/2022,25-178,ORL,@,ATL,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,3,,10/22/2022,25-179,ORL,,BOS,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,4,,10/24/2022,25-181,ORL,@,NYK,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,5,,10/26/2022,25-183,ORL,@,CLE,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,6,,10/28/2022,25-185,ORL,,CHO,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,7,,10/30/2022,25-187,ORL,@,DAL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,8,,11/1/2022,25-189,ORL,@,OKC,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,9,,11/3/2022,25-191,ORL,,GSW,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,10,,11/5/2022,25-193,ORL,,SAC,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,11,,11/7/2022,25-195,ORL,,HOU,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,12,,11/9/2022,25-197,ORL,,DAL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,13,,11/11/2022,25-199,ORL,,PHO,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,14,,11/14/2022,25-202,ORL,,CHO,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,15,,11/16/2022,25-204,ORL,,MIN,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,16,,11/18/2022,25-206,ORL,@,CHI,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,17,,11/19/2022,25-207,ORL,@,IND,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,18,,11/21/2022,25-209,ORL,@,IND,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Moritz Wagner,C,19,1,11/25/2022,25-213,ORL,,PHI,L (-8),0,16:46,2,8,0.25,1,6,0.167,2,2,1,1,4,5,0,1,0,1,3,7,2.9,1
Moritz Wagner,C,20,2,11/27/2022,25-215,ORL,,PHI,L (-30),0,26:25:00,3,7,0.429,1,5,0.2,5,6,0.833,3,3,6,4,1,0,4,5,12,8.7,-14
Moritz Wagner,C,21,3,11/28/2022,25-216,ORL,@,BRK,L (-7),0,11:07,0,2,0,0,2,0,2,2,1,1,4,5,1,0,0,0,1,2,2.8,-3
Moritz Wagner,C,22,4,11/30/2022,25-218,ORL,,ATL,L (-17),0,25:59:00,3,5,0.6,0,2,0,3,4,0.75,0,6,6,8,0,1,1,3,9,12.2,-4
Moritz Wagner,C,23,5,12/2/2022,25-220,ORL,@,CLE,L (-11),1,35:36:00,7,12,0.583,1,4,0.25,1,2,0.5,5,4,9,1,0,0,3,5,16,10.4,-4
Moritz Wagner,C,24,6,12/3/2022,25-221,ORL,@,TOR,L (-13),1,21:56,2,7,0.286,0,1,0,1,2,0.5,0,4,4,0,1,1,3,3,5,-0.8,-28
Moritz Wagner,C,25,7,12/5/2022,25-223,ORL,,MIL,L (-7),1,31:43:00,7,10,0.7,0,2,0,5,5,1,3,9,12,4,1,0,2,6,19,19,8
Moritz Wagner,C,26,8,12/7/2022,25-225,ORL,,LAC,W (+5),1,35:51:00,7,13,0.538,1,4,0.25,5,5,1,4,9,13,3,2,1,2,4,20,20.4,-12
Moritz Wagner,C,27,9,12/9/2022,25-227,ORL,,TOR,W (+4),1,30:41:00,4,11,0.364,1,4,0.25,2,2,1,0,4,4,2,0,1,2,5,11,4.2,6
Moritz Wagner,C,28,10,12/11/2022,25-229,ORL,,TOR,W (+12),1,20:49,2,8,0.25,2,4,0.5,0,0,,2,1,3,1,0,0,1,5,6,0.6,-2
Moritz Wagner,C,29,11,12/14/2022,25-232,ORL,,ATL,W (+11),1,30:26:00,7,9,0.778,3,4,0.75,0,0,,2,3,5,0,1,0,2,2,17,14,5
Moritz Wagner,C,30,12,12/16/2022,25-234,ORL,@,BOS,W (+8),1,23:17,9,12,0.75,1,2,0.5,6,6,1,4,4,8,1,1,0,2,2,25,23.1,-7
Moritz Wagner,C,31,13,12/18/2022,25-236,ORL,@,BOS,W (+3),1,29:20:00,2,8,0.25,1,4,0.25,6,6,1,0,6,6,3,2,0,0,1,11,11.7,3
Moritz Wagner,C,32,14,12/19/2022,25-237,ORL,@,ATL,L (-1),1,29:30:00,5,10,0.5,1,5,0.2,5,5,1,1,9,10,2,2,1,0,1,16,18.1,-2
Moritz Wagner,C,33,15,12/21/2022,25-239,ORL,@,HOU,W (+6),1,27:49:00,3,8,0.375,1,3,0.333,5,5,1,2,5,7,3,2,0,1,2,12,12.8,2
Moritz Wagner,C,34,16,12/23/2022,25-241,ORL,,SAS,W (+20),1,26:19:00,6,11,0.545,1,3,0.333,4,4,1,3,5,8,1,0,0,3,2,17,12.2,14
Moritz Wagner,C,35,17,12/27/2022,25-245,ORL,,LAL,L (-19),1,21:49,5,8,0.625,1,3,0.333,1,2,0.5,2,2,4,4,2,0,2,4,12,11.2,-7
Moritz Wagner,C,36,18,12/28/2022,25-246,ORL,@,DET,L (-20),1,12:40,2,5,0.4,2,3,0.667,1,2,0.5,1,3,4,1,0,0,0,1,7,5.8,-14
Moritz Wagner,C,37,,12/30/2022,25-248,ORL,,WAS,L (-19),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Moritz Wagner,C,38,,1/4/2023,25-253,ORL,,OKC,W (+11),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Moritz Wagner,C,39,,1/5/2023,25-254,ORL,,MEM,L (-8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Moritz Wagner,C,40,19,1/7/2023,25-256,ORL,@,GSW,W (+14),0,17:17,1,4,0.25,1,2,0.5,1,4,0.25,2,3,5,1,1,0,1,2,4,2.6,2
Moritz Wagner,C,41,20,1/9/2023,25-258,ORL,@,SAC,L (-25),0,17:36,4,7,0.571,3,6,0.5,1,2,0.5,1,5,6,2,1,0,2,5,12,8.9,-11
Moritz Wagner,C,42,21,1/10/2023,25-259,ORL,@,POR,W (+3),0,17:29,4,7,0.571,3,4,0.75,0,0,,1,1,2,1,0,0,2,4,11,5.8,-9
Moritz Wagner,C,43,22,1/13/2023,25-262,ORL,@,UTA,L (-4),0,17:58,4,7,0.571,1,3,0.333,2,2,1,1,3,4,1,1,0,1,3,11,8.8,3
Moritz Wagner,C,44,23,1/15/2023,25-264,ORL,@,DEN,L (-3),0,15:07,2,6,0.333,0,4,0,4,5,0.8,2,3,5,1,0,0,1,2,8,5.4,13
Moritz Wagner,C,45,24,1/20/2023,25-269,ORL,,NOP,W (+13),0,16:22,1,3,0.333,0,2,0,3,3,1,0,4,4,2,0,0,0,2,5,5.1,22
Moritz Wagner,C,46,25,1/21/2023,25-270,ORL,@,WAS,L (-20),0,8:06,2,5,0.4,0,2,0,0,0,,2,0,2,1,0,0,1,0,4,2.4,-11
Moritz Wagner,C,47,26,1/23/2023,25-272,ORL,,BOS,W (+15),0,15:20,2,5,0.4,1,2,0.5,0,0,,0,2,2,0,1,0,2,4,5,0.3,3
Moritz Wagner,C,48,27,1/25/2023,25-274,ORL,,IND,W (+6),0,7:48,1,2,0.5,1,1,1,0,0,,0,1,1,1,0,0,1,2,3,1.2,-3
Moritz Wagner,C,49,28,1/27/2023,25-276,ORL,@,MIA,L (-5),0,16:07,3,6,0.5,0,2,0,3,3,1,0,2,2,1,1,0,2,5,9,4.3,-1
Moritz Wagner,C,50,29,1/28/2023,25-277,ORL,,CHI,L (-19),0,23:07,8,11,0.727,3,4,0.75,8,9,0.889,0,2,2,3,1,0,0,2,27,25,2
Moritz Wagner,C,51,30,1/30/2023,25-279,ORL,@,PHI,W (+10),0,21:46,6,11,0.545,0,4,0,10,10,1,2,4,6,0,0,1,0,1,22,19.6,1
Moritz Wagner,C,52,31,2/1/2023,25-281,ORL,@,PHI,L (-11),0,15:20,2,5,0.4,0,3,0,2,3,0.667,1,1,2,0,0,0,1,3,6,1.7,-9
Moritz Wagner,C,53,32,2/3/2023,25-283,ORL,@,MIN,W (+7),0,21:25,6,10,0.6,1,2,0.5,6,7,0.857,0,0,0,0,0,0,0,1,19,13.6,8
Moritz Wagner,C,54,33,2/5/2023,25-285,ORL,@,CHO,W (+6),0,18:34,1,2,0.5,0,0,,6,7,0.857,1,4,5,4,0,0,0,1,8,10.9,1
Moritz Wagner,C,55,34,2/7/2023,25-287,ORL,,NYK,L (-4),0,17:27,4,11,0.364,2,5,0.4,3,3,1,1,2,3,1,0,1,1,3,13,7.4,-1
Moritz Wagner,C,56,35,2/9/2023,25-289,ORL,,DEN,W (+11),0,19:05,5,9,0.556,2,5,0.4,0,0,,1,1,2,1,2,0,0,3,12,10.2,18
Moritz Wagner,C,57,36,2/11/2023,25-291,ORL,,MIA,L (-4),0,21:15,4,7,0.571,2,4,0.5,4,6,0.667,2,1,3,2,2,1,0,3,14,14.5,8
Moritz Wagner,C,58,37,2/13/2023,25-293,ORL,@,CHI,W (+9),0,18:02,2,5,0.4,1,4,0.25,2,2,1,0,2,2,2,3,1,2,2,7,7.2,-2
Moritz Wagner,C,59,38,2/14/2023,25-294,ORL,@,TOR,L (-10),0,16:11,0,5,0,0,2,0,2,2,1,2,1,3,1,0,0,1,1,2,-0.5,1
Moritz Wagner,C,60,39,2/23/2023,25-303,ORL,,DET,W (+2),0,16:14,3,4,0.75,0,1,0,3,4,0.75,0,2,2,1,0,0,1,1,9,6.9,-1
Moritz Wagner,C,61,40,2/25/2023,25-305,ORL,,IND,L (-13),0,20:38,4,8,0.5,0,2,0,0,0,,0,4,4,2,0,0,0,2,8,5.8,-7
Moritz Wagner,C,62,41,2/27/2023,25-307,ORL,@,NOP,W (+8),0,22:36,4,9,0.444,2,4,0.5,4,6,0.667,1,2,3,2,0,0,3,2,14,7.4,-1
Moritz Wagner,C,63,42,3/1/2023,25-309,ORL,@,MIL,L (-22),0,11:54,1,3,0.333,0,2,0,0,0,,0,3,3,1,0,0,1,3,2,-0.3,3
Moritz Wagner,C,64,43,3/3/2023,25-311,ORL,@,CHO,W (+11),0,16:05,6,11,0.545,1,4,0.25,0,0,,2,4,6,0,2,1,1,4,13,10.4,-3
Moritz Wagner,C,65,44,3/5/2023,25-313,ORL,,POR,L (-3),1,33:25:00,5,11,0.455,1,6,0.167,4,7,0.571,1,6,7,1,1,0,0,3,15,11.1,-1
Luka Doncic,PG,1,1,10/19/2022,23-233,DAL,@,PHO,L (-2),1,36:40:00,10,23,0.435,2,10,0.2,13,13,1,0,9,9,6,1,0,4,3,35,25.6,-16
Luka Doncic,PG,2,2,10/22/2022,23-236,DAL,,MEM,W (+41),1,29:58:00,12,23,0.522,4,9,0.444,4,5,0.8,2,5,7,10,2,2,3,2,32,29.8,31
Luka Doncic,PG,3,3,10/25/2022,23-239,DAL,@,NOP,L (-2),1,36:19:00,16,30,0.533,2,13,0.154,3,5,0.6,3,8,11,7,2,1,3,3,37,29.5,6
Luka Doncic,PG,4,4,10/27/2022,23-241,DAL,@,BRK,W (+4),1,40:30:00,14,28,0.5,2,6,0.333,11,13,0.846,1,10,11,14,3,0,5,2,41,36.9,20
Luka Doncic,PG,5,5,10/29/2022,23-243,DAL,,OKC,L (-6),1,40:00:00,8,23,0.348,0,6,0,15,19,0.789,2,14,16,10,1,0,3,6,31,24.7,-25
Luka Doncic,PG,6,6,10/30/2022,23-244,DAL,,ORL,W (+9),1,36:55:00,17,26,0.654,2,9,0.222,8,14,0.571,0,3,3,5,1,0,0,3,44,34.4,13
Luka Doncic,PG,7,7,11/2/2022,23-247,DAL,,UTA,W (+3),1,35:28:00,12,20,0.6,2,6,0.333,7,10,0.7,0,5,5,11,2,0,5,3,33,27.6,-3
Luka Doncic,PG,8,8,11/4/2022,23-249,DAL,,TOR,W (+1),1,36:33:00,10,15,0.667,3,6,0.5,12,14,0.857,1,7,8,6,3,1,4,4,35,32.8,8
Luka Doncic,PG,9,9,11/7/2022,23-252,DAL,,BRK,W (+2),1,38:25:00,11,22,0.5,5,9,0.556,9,12,0.75,0,6,6,6,2,1,5,5,36,25.5,1
Luka Doncic,PG,10,10,11/9/2022,23-254,DAL,@,ORL,L (-7),1,35:25:00,9,29,0.31,2,11,0.182,4,7,0.571,0,6,6,6,3,2,0,3,24,15.3,-3
Luka Doncic,PG,11,11,11/10/2022,23-255,DAL,@,WAS,L (-8),1,39:10:00,8,21,0.381,3,8,0.375,3,9,0.333,0,9,9,6,2,0,5,2,22,11.2,-6
Luka Doncic,PG,12,12,11/12/2022,23-257,DAL,,POR,W (+5),1,37:41:00,13,22,0.591,1,5,0.2,15,18,0.833,3,10,13,10,2,1,2,3,42,42.2,6
Luka Doncic,PG,13,13,11/15/2022,23-260,DAL,,LAC,W (+2),1,39:43:00,11,22,0.5,2,5,0.4,11,11,1,2,9,11,5,3,0,3,3,35,30.4,4
Luka Doncic,PG,14,,11/16/2022,23-261,DAL,,HOU,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Luka Doncic,PG,15,14,11/18/2022,23-263,DAL,,DEN,W (+28),1,34:52:00,11,22,0.5,2,7,0.286,9,11,0.818,1,11,12,11,1,0,2,1,33,31.5,25
Luka Doncic,PG,16,15,11/20/2022,23-265,DAL,,DEN,L (-1),1,35:39:00,7,16,0.438,2,8,0.25,6,10,0.6,0,9,9,8,1,0,4,2,22,16.5,1
Luka Doncic,PG,17,16,11/23/2022,23-268,DAL,@,BOS,L (-13),1,39:36:00,17,28,0.607,3,8,0.375,5,9,0.556,1,7,8,9,0,0,5,4,42,30.1,-13
Luka Doncic,PG,18,17,11/26/2022,23-271,DAL,@,TOR,L (-5),1,42:43:00,8,15,0.533,2,4,0.5,6,9,0.667,0,7,7,9,2,1,4,2,24,21.8,2
Luka Doncic,PG,19,18,11/27/2022,23-272,DAL,@,MIL,L (-9),1,35:05:00,10,20,0.5,3,7,0.429,4,9,0.444,0,5,5,12,0,0,6,2,27,18.1,-10
Luka Doncic,PG,20,19,11/29/2022,23-274,DAL,,GSW,W (+3),1,39:17:00,14,27,0.519,4,9,0.444,9,15,0.6,2,10,12,12,4,1,5,3,41,36.6,22
Luka Doncic,PG,21,20,12/1/2022,23-276,DAL,@,DET,L (-6),1,41:02:00,13,25,0.52,7,14,0.5,2,6,0.333,0,5,5,10,3,0,3,3,35,28.4,-13
Luka Doncic,PG,22,21,12/3/2022,23-278,DAL,@,NYK,W (+21),1,29:28:00,11,21,0.524,4,9,0.444,4,4,1,0,8,8,7,1,3,5,2,30,24.3,13
Luka Doncic,PG,23,22,12/5/2022,23-280,DAL,,PHO,W (+19),1,29:25:00,12,20,0.6,4,9,0.444,5,7,0.714,1,5,6,8,1,2,3,3,33,29,20
Luka Doncic,PG,24,23,12/6/2022,23-281,DAL,@,DEN,W (+1),1,37:20:00,5,17,0.294,4,9,0.444,8,9,0.889,0,10,10,12,0,1,5,2,22,18,7
Luka Doncic,PG,25,24,12/9/2022,23-284,DAL,,MIL,L (-1),1,36:33:00,13,28,0.464,3,11,0.273,4,10,0.4,1,5,6,11,2,0,1,2,33,26.3,6
Luka Doncic,PG,26,,12/10/2022,23-285,DAL,@,CHI,L (-29),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Luka Doncic,PG,27,25,12/12/2022,23-287,DAL,,OKC,W (+7),1,36:59:00,13,27,0.481,3,10,0.3,9,10,0.9,0,11,11,8,0,0,4,3,38,27.6,1
Luka Doncic,PG,28,26,12/14/2022,23-289,DAL,,CLE,L (-15),1,39:19:00,9,23,0.391,2,8,0.25,10,11,0.909,2,3,5,6,1,1,5,4,30,18.7,-20
Luka Doncic,PG,29,27,12/16/2022,23-291,DAL,,POR,W (+20),1,28:49:00,11,18,0.611,5,9,0.556,6,7,0.857,0,6,6,9,0,0,4,3,33,27.3,16
Luka Doncic,PG,30,,12/17/2022,23-292,DAL,@,CLE,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Luka Doncic,PG,31,28,12/19/2022,23-294,DAL,@,MIN,L (-10),1,28:24:00,5,17,0.294,3,8,0.375,6,7,0.857,1,5,6,7,1,0,4,2,19,12,-14
Luka Doncic,PG,32,29,12/21/2022,23-296,DAL,@,MIN,W (+5),1,37:04:00,8,16,0.5,1,5,0.2,8,9,0.889,1,8,9,10,3,0,4,1,25,25.3,7
